county,precinct,office,district,candidate,party,votes,election_day,absentee
Clinton,0020 LOGANTON BOROUGH,U.S. Senate,,"DALE R KERNS, JR",LIB,3,3.0,0.0
Clinton,0020 LOGANTON BOROUGH,U.S. Senate,,WRITE-INS,,0,0.0,0.0
Clinton,0020 LOGANTON BOROUGH,Governor,,TOM WOLF,DEM,80,78.0,2.0
Clinton,0020 LOGANTON BOROUGH,Governor,,SCOTT R WAGNER,REP,88,82.0,6.0
Clinton,0020 LOGANTON BOROUGH,Governor,,PAUL GLOVER,GRN,0,0.0,0.0
Clinton,0020 LOGANTON BOROUGH,Governor,,KEN V KRAWCHUK,LIB,6,6.0,0.0
Clinton,0020 LOGANTON BOROUGH,Governor,,WRITE-INS,,0,0.0,0.0
Clinton,0020 LOGANTON BOROUGH,U.S. House,12.0,MARC FRIEDENBERG,DEM,74,71.0,3.0
Clinton,0020 LOGANTON BOROUGH,U.S. House,12.0,TOM MARINO,REP,100,94.0,6.0
Clinton,0020 LOGANTON BOROUGH,U.S. House,12.0,WRITE-INS,,0,0.0,0.0
Clinton,0020 LOGANTON BOROUGH,State House,76.0,MIKE HANNA,DEM,80,77.0,3.0
Clinton,0020 LOGANTON BOROUGH,State House,76.0,STEPHANIE BOROWICZ,REP,95,89.0,6.0
Clinton,0020 LOGANTON BOROUGH,State House,76.0,WRITE-INS,,0,0.0,0.0
Clinton,0021 MILL HALL BOROUGH,Registered Voters,,,,844,,
Clinton,0021 MILL HALL BOROUGH,Ballots Cast,,,,517,502.0,15.0
Clinton,0021 MILL HALL BOROUGH,STRAIGHT PARTY,,DEMOCRATIC,DEM,103,101.0,2.0
Clinton,0021 MILL HALL BOROUGH,STRAIGHT PARTY,,REPUBLICAN,REP,184,179.0,5.0
Clinton,0021 MILL HALL BOROUGH,STRAIGHT PARTY,,GREEN PARTY,GRN,2,2.0,0.0
Clinton,0021 MILL HALL BOROUGH,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0.0,0.0
Clinton,0021 MILL HALL BOROUGH,U.S. Senate,,"BOB CASEY, JR",DEM,225,218.0,6.0
Clinton,0021 MILL HALL BOROUGH,U.S. Senate,,LOU BARLETTA,REP,278,269.0,8.0
Clinton,0021 MILL HALL BOROUGH,U.S. Senate,,NEAL GALE,GRN,3,3.0,0.0
Clinton,0021 MILL HALL BOROUGH,U.S. Senate,,"DALE R KERNS, JR",LIB,5,5.0,0.0
Clinton,0021 MILL HALL BOROUGH,U.S. Senate,,WRITE-INS,,1,0.0,1.0
Clinton,0021 MILL HALL BOROUGH,Governor,,TOM WOLF,DEM,239,233.0,5.0
Clinton,0021 MILL HALL BOROUGH,Governor,,SCOTT R WAGNER,REP,265,256.0,8.0
Clinton,0021 MILL HALL BOROUGH,Governor,,PAUL GLOVER,GRN,2,2.0,0.0
Clinton,0021 MILL HALL BOROUGH,Governor,,KEN V KRAWCHUK,LIB,8,7.0,1.0
Clinton,0021 MILL HALL BOROUGH,Governor,,WRITE-INS,,0,0.0,0.0
Clinton,0021 MILL HALL BOROUGH,U.S. House,12.0,MARC FRIEDENBERG,DEM,201,194.0,7.0
Clinton,0021 MILL HALL BOROUGH,U.S. House,12.0,TOM MARINO,REP,309,299.0,8.0
Clinton,0021 MILL HALL BOROUGH,U.S. House,12.0,WRITE-INS,,1,1.0,0.0
Clinton,0021 MILL HALL BOROUGH,State House,76.0,MIKE HANNA,DEM,249,243.0,4.0
Clinton,0021 MILL HALL BOROUGH,State House,76.0,STEPHANIE BOROWICZ,REP,265,256.0,9.0
Clinton,0021 MILL HALL BOROUGH,State House,76.0,WRITE-INS,,3,2.0,1.0
Clinton,0022 NOYES TOWNSHIP,Registered Voters,,,,219,,
Clinton,0022 NOYES TOWNSHIP,Ballots Cast,,,,128,120.0,8.0
Clinton,0022 NOYES TOWNSHIP,STRAIGHT PARTY,,DEMOCRATIC,DEM,13,13.0,0.0
Clinton,0022 NOYES TOWNSHIP,STRAIGHT PARTY,,REPUBLICAN,REP,53,48.0,5.0
Clinton,0022 NOYES TOWNSHIP,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0.0,0.0
Clinton,0022 NOYES TOWNSHIP,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0.0,0.0
Clinton,0022 NOYES TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,36,34.0,2.0
Clinton,0022 NOYES TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,84,78.0,6.0
Clinton,0022 NOYES TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,2,2.0,0.0
Clinton,0022 NOYES TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,0,0.0,0.0
Clinton,0022 NOYES TOWNSHIP,U.S. Senate,,WRITE-INS,,0,0.0,0.0
Clinton,0022 NOYES TOWNSHIP,Governor,,TOM WOLF,DEM,37,35.0,2.0
Clinton,0022 NOYES TOWNSHIP,Governor,,SCOTT R WAGNER,REP,83,77.0,6.0
Clinton,0022 NOYES TOWNSHIP,Governor,,PAUL GLOVER,GRN,3,3.0,0.0
Clinton,0022 NOYES TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,1,1.0,0.0
Clinton,0022 NOYES TOWNSHIP,Governor,,WRITE-INS,,0,0.0,0.0
Clinton,0022 NOYES TOWNSHIP,U.S. House,12.0,MARC FRIEDENBERG,DEM,25,24.0,1.0
Clinton,0022 NOYES TOWNSHIP,U.S. House,12.0,TOM MARINO,REP,99,92.0,7.0
Clinton,0022 NOYES TOWNSHIP,U.S. House,12.0,WRITE-INS,,0,0.0,0.0
Clinton,0022 NOYES TOWNSHIP,State House,76.0,MIKE HANNA,DEM,41,40.0,1.0
Clinton,0022 NOYES TOWNSHIP,State House,76.0,STEPHANIE BOROWICZ,REP,81,74.0,7.0
Clinton,0022 NOYES TOWNSHIP,State House,76.0,WRITE-INS,,0,0.0,0.0
Clinton,0023 PINE CREEK TOWNSHIP I,Registered Voters,,,,1036,,
Clinton,0023 PINE CREEK TOWNSHIP I,Ballots Cast,,,,672,648.0,24.0
Clinton,0023 PINE CREEK TOWNSHIP I,STRAIGHT PARTY,,DEMOCRATIC,DEM,95,91.0,4.0
Clinton,0023 PINE CREEK TOWNSHIP I,STRAIGHT PARTY,,REPUBLICAN,REP,310,301.0,9.0
Clinton,0023 PINE CREEK TOWNSHIP I,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0.0,0.0
Clinton,0023 PINE CREEK TOWNSHIP I,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0.0,0.0
Clinton,0023 PINE CREEK TOWNSHIP I,U.S. Senate,,"BOB CASEY, JR",DEM,211,202.0,9.0
Clinton,0023 PINE CREEK TOWNSHIP I,U.S. Senate,,LOU BARLETTA,REP,445,429.0,15.0
Clinton,0023 PINE CREEK TOWNSHIP I,U.S. Senate,,NEAL GALE,GRN,3,3.0,0.0
Clinton,0023 PINE CREEK TOWNSHIP I,U.S. Senate,,"DALE R KERNS, JR",LIB,5,5.0,0.0
Clinton,0023 PINE CREEK TOWNSHIP I,U.S. Senate,,WRITE-INS,,0,0.0,0.0
Clinton,0023 PINE CREEK TOWNSHIP I,Governor,,TOM WOLF,DEM,206,198.0,7.0
Clinton,0023 PINE CREEK TOWNSHIP I,Governor,,SCOTT R WAGNER,REP,454,437.0,17.0
Clinton,0023 PINE CREEK TOWNSHIP I,Governor,,PAUL GLOVER,GRN,2,2.0,0.0
Clinton,0023 PINE CREEK TOWNSHIP I,Governor,,KEN V KRAWCHUK,LIB,6,6.0,0.0
Clinton,0023 PINE CREEK TOWNSHIP I,Governor,,WRITE-INS,,0,0.0,0.0
Clinton,0023 PINE CREEK TOWNSHIP I,U.S. House,12.0,MARC FRIEDENBERG,DEM,171,165.0,6.0
Clinton,0023 PINE CREEK TOWNSHIP I,U.S. House,12.0,TOM MARINO,REP,491,473.0,18.0
Clinton,0023 PINE CREEK TOWNSHIP I,U.S. House,12.0,WRITE-INS,,0,0.0,0.0
Clinton,0023 PINE CREEK TOWNSHIP I,State House,76.0,MIKE HANNA,DEM,230,219.0,10.0
Clinton,0023 PINE CREEK TOWNSHIP I,State House,76.0,STEPHANIE BOROWICZ,REP,437,423.0,14.0
Clinton,0023 PINE CREEK TOWNSHIP I,State House,76.0,WRITE-INS,,2,2.0,0.0
Clinton,0024 PINE CREEK TOWNSHIP II,Registered Voters,,,,976,,
Clinton,0024 PINE CREEK TOWNSHIP II,Ballots Cast,,,,676,657.0,19.0
Clinton,0024 PINE CREEK TOWNSHIP II,STRAIGHT PARTY,,DEMOCRATIC,DEM,99,93.0,6.0
Clinton,0024 PINE CREEK TOWNSHIP II,STRAIGHT PARTY,,REPUBLICAN,REP,240,236.0,4.0
Clinton,0024 PINE CREEK TOWNSHIP II,STRAIGHT PARTY,,GREEN PARTY,GRN,1,1.0,0.0
Clinton,0024 PINE CREEK TOWNSHIP II,STRAIGHT PARTY,,LIBERTARIAN,LIB,3,3.0,0.0
Clinton,0024 PINE CREEK TOWNSHIP II,U.S. Senate,,"BOB CASEY, JR",DEM,268,257.0,10.0
Clinton,0024 PINE CREEK TOWNSHIP II,U.S. Senate,,LOU BARLETTA,REP,383,373.0,9.0
Clinton,0024 PINE CREEK TOWNSHIP II,U.S. Senate,,NEAL GALE,GRN,8,8.0,0.0
Clinton,0024 PINE CREEK TOWNSHIP II,U.S. Senate,,"DALE R KERNS, JR",LIB,4,4.0,0.0
Clinton,0024 PINE CREEK TOWNSHIP II,U.S. Senate,,WRITE-INS,,0,0.0,0.0
Clinton,0024 PINE CREEK TOWNSHIP II,Governor,,TOM WOLF,DEM,293,283.0,10.0
Clinton,0024 PINE CREEK TOWNSHIP II,Governor,,SCOTT R WAGNER,REP,367,359.0,7.0
Clinton,0024 PINE CREEK TOWNSHIP II,Governor,,PAUL GLOVER,GRN,5,5.0,0.0
Clinton,0024 PINE CREEK TOWNSHIP II,Governor,,KEN V KRAWCHUK,LIB,7,7.0,0.0
Clinton,0024 PINE CREEK TOWNSHIP II,Governor,,WRITE-INS,,1,0.0,0.0
Clinton,0024 PINE CREEK TOWNSHIP II,U.S. House,12.0,MARC FRIEDENBERG,DEM,236,227.0,9.0
Clinton,0024 PINE CREEK TOWNSHIP II,U.S. House,12.0,TOM MARINO,REP,431,419.0,10.0
Clinton,0024 PINE CREEK TOWNSHIP II,U.S. House,12.0,WRITE-INS,,0,0.0,0.0
Clinton,0024 PINE CREEK TOWNSHIP II,State House,76.0,MIKE HANNA,DEM,318,305.0,12.0
Clinton,0024 PINE CREEK TOWNSHIP II,State House,76.0,STEPHANIE BOROWICZ,REP,353,345.0,7.0
Clinton,0024 PINE CREEK TOWNSHIP II,State House,76.0,WRITE-INS,,1,1.0,0.0
Clinton,0025 PORTER TOWNSHIP,Registered Voters,,,,805,,
Clinton,0025 PORTER TOWNSHIP,Ballots Cast,,,,568,552.0,16.0
Clinton,0025 PORTER TOWNSHIP,STRAIGHT PARTY,,DEMOCRATIC,DEM,62,61.0,1.0
Clinton,0025 PORTER TOWNSHIP,STRAIGHT PARTY,,REPUBLICAN,REP,204,200.0,4.0
Clinton,0025 PORTER TOWNSHIP,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0.0,0.0
Clinton,0025 PORTER TOWNSHIP,STRAIGHT PARTY,,LIBERTARIAN,LIB,1,1.0,0.0
Clinton,0025 PORTER TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,191,186.0,5.0
Clinton,0025 PORTER TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,362,351.0,11.0
Clinton,0025 PORTER TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,1,1.0,0.0
Clinton,0025 PORTER TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,2,2.0,0.0
Clinton,0025 PORTER TOWNSHIP,U.S. Senate,,WRITE-INS,,0,0.0,0.0
Clinton,0025 PORTER TOWNSHIP,Governor,,TOM WOLF,DEM,196,188.0,8.0
Clinton,0025 PORTER TOWNSHIP,Governor,,SCOTT R WAGNER,REP,358,350.0,8.0
Clinton,0025 PORTER TOWNSHIP,Governor,,PAUL GLOVER,GRN,0,0.0,0.0
Clinton,0025 PORTER TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,5,5.0,0.0
Clinton,0025 PORTER TOWNSHIP,Governor,,WRITE-INS,,1,1.0,0.0
Clinton,0025 PORTER TOWNSHIP,U.S. House,12.0,MARC FRIEDENBERG,DEM,163,160.0,3.0
Clinton,0025 PORTER TOWNSHIP,U.S. House,12.0,TOM MARINO,REP,396,383.0,13.0
Clinton,0025 PORTER TOWNSHIP,U.S. House,12.0,WRITE-INS,,0,0.0,0.0
Clinton,0025 PORTER TOWNSHIP,State House,76.0,MIKE HANNA,DEM,221,214.0,7.0
Clinton,0025 PORTER TOWNSHIP,State House,76.0,STEPHANIE BOROWICZ,REP,337,328.0,9.0
Clinton,0025 PORTER TOWNSHIP,State House,76.0,WRITE-INS,,0,0.0,0.0
Clinton,0033 RENOVO BOROUGH,Registered Voters,,,,601,,
Clinton,0033 RENOVO BOROUGH,Ballots Cast,,,,271,266.0,5.0
Clinton,0033 RENOVO BOROUGH,STRAIGHT PARTY,,DEMOCRATIC,DEM,67,65.0,2.0
Clinton,0033 RENOVO BOROUGH,STRAIGHT PARTY,,REPUBLICAN,REP,67,66.0,1.0
Clinton,0033 RENOVO BOROUGH,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0.0,0.0
Clinton,0033 RENOVO BOROUGH,STRAIGHT PARTY,,LIBERTARIAN,LIB,1,1.0,0.0
Clinton,0033 RENOVO BOROUGH,U.S. Senate,,"BOB CASEY, JR",DEM,131,127.0,4.0
Clinton,0033 RENOVO BOROUGH,U.S. Senate,,LOU BARLETTA,REP,127,126.0,1.0
Clinton,0033 RENOVO BOROUGH,U.S. Senate,,NEAL GALE,GRN,0,0.0,0.0
Clinton,0033 RENOVO BOROUGH,U.S. Senate,,"DALE R KERNS, JR",LIB,7,7.0,0.0
Clinton,0033 RENOVO BOROUGH,U.S. Senate,,WRITE-INS,,0,0.0,0.0
Clinton,0033 RENOVO BOROUGH,Governor,,TOM WOLF,DEM,132,128.0,4.0
Clinton,0033 RENOVO BOROUGH,Governor,,SCOTT R WAGNER,REP,127,126.0,1.0
Clinton,0033 RENOVO BOROUGH,Governor,,PAUL GLOVER,GRN,2,2.0,0.0
Clinton,0033 RENOVO BOROUGH,Governor,,KEN V KRAWCHUK,LIB,7,7.0,0.0
Clinton,0033 RENOVO BOROUGH,Governor,,WRITE-INS,,0,0.0,0.0
Clinton,0033 RENOVO BOROUGH,U.S. House,12.0,MARC FRIEDENBERG,DEM,109,105.0,4.0
Clinton,0033 RENOVO BOROUGH,U.S. House,12.0,TOM MARINO,REP,152,151.0,1.0
Clinton,0033 RENOVO BOROUGH,U.S. House,12.0,WRITE-INS,,0,0.0,0.0
Clinton,0033 RENOVO BOROUGH,State House,76.0,MIKE HANNA,DEM,138,134.0,4.0
Clinton,0033 RENOVO BOROUGH,State House,76.0,STEPHANIE BOROWICZ,REP,130,129.0,1.0
Clinton,0033 RENOVO BOROUGH,State House,76.0,WRITE-INS,,0,0.0,0.0
Clinton,0034 SOUTH RENOVO BOROUGH,Registered Voters,,,,252,,
Clinton,0034 SOUTH RENOVO BOROUGH,Ballots Cast,,,,140,130.0,10.0
Clinton,0034 SOUTH RENOVO BOROUGH,STRAIGHT PARTY,,DEMOCRATIC,DEM,33,31.0,2.0
Clinton,0034 SOUTH RENOVO BOROUGH,STRAIGHT PARTY,,REPUBLICAN,REP,37,31.0,6.0
Clinton,0034 SOUTH RENOVO BOROUGH,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0.0,0.0
Clinton,0034 SOUTH RENOVO BOROUGH,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0.0,0.0
Clinton,0034 SOUTH RENOVO BOROUGH,U.S. Senate,,"BOB CASEY, JR",DEM,73,70.0,3.0
Clinton,0034 SOUTH RENOVO BOROUGH,U.S. Senate,,LOU BARLETTA,REP,58,51.0,7.0
Clinton,0034 SOUTH RENOVO BOROUGH,U.S. Senate,,NEAL GALE,GRN,1,1.0,0.0
Clinton,0034 SOUTH RENOVO BOROUGH,U.S. Senate,,"DALE R KERNS, JR",LIB,3,3.0,0.0
Clinton,0034 SOUTH RENOVO BOROUGH,U.S. Senate,,WRITE-INS,,0,0.0,0.0
Clinton,0034 SOUTH RENOVO BOROUGH,Governor,,TOM WOLF,DEM,77,74.0,3.0
Clinton,0034 SOUTH RENOVO BOROUGH,Governor,,SCOTT R WAGNER,REP,59,52.0,7.0
Clinton,0034 SOUTH RENOVO BOROUGH,Governor,,PAUL GLOVER,GRN,0,0.0,0.0
Clinton,0034 SOUTH RENOVO BOROUGH,Governor,,KEN V KRAWCHUK,LIB,1,1.0,0.0
Clinton,0034 SOUTH RENOVO BOROUGH,Governor,,WRITE-INS,,1,1.0,0.0
Clinton,0034 SOUTH RENOVO BOROUGH,U.S. House,12.0,MARC FRIEDENBERG,DEM,64,61.0,3.0
Clinton,0034 SOUTH RENOVO BOROUGH,U.S. House,12.0,TOM MARINO,REP,72,65.0,7.0
Clinton,0034 SOUTH RENOVO BOROUGH,U.S. House,12.0,WRITE-INS,,0,0.0,0.0
Clinton,0034 SOUTH RENOVO BOROUGH,State House,76.0,MIKE HANNA,DEM,88,85.0,3.0
Clinton,0034 SOUTH RENOVO BOROUGH,State House,76.0,STEPHANIE BOROWICZ,REP,52,45.0,7.0
Clinton,0034 SOUTH RENOVO BOROUGH,State House,76.0,WRITE-INS,,0,0.0,0.0
Clinton,0026 WAYNE TOWNSHIP,Registered Voters,,,,876,,
Clinton,0026 WAYNE TOWNSHIP,Ballots Cast,,,,558,544.0,14.0
Clinton,0026 WAYNE TOWNSHIP,STRAIGHT PARTY,,DEMOCRATIC,DEM,108,105.0,3.0
Clinton,0026 WAYNE TOWNSHIP,STRAIGHT PARTY,,REPUBLICAN,REP,189,186.0,3.0
Clinton,0026 WAYNE TOWNSHIP,STRAIGHT PARTY,,GREEN PARTY,GRN,1,1.0,0.0
Clinton,0026 WAYNE TOWNSHIP,STRAIGHT PARTY,,LIBERTARIAN,LIB,1,1.0,0.0
Clinton,0026 WAYNE TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,229,225.0,4.0
Clinton,0026 WAYNE TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,313,30.0,10.0
Clinton,0026 WAYNE TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,3,3.0,0.0
Clinton,0026 WAYNE TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,3,3.0,0.0
Clinton,0026 WAYNE TOWNSHIP,U.S. Senate,,WRITE-INS,,0,0.0,0.0
Clinton,0026 WAYNE TOWNSHIP,Governor,,TOM WOLF,DEM,246,240.0,6.0
Clinton,0026 WAYNE TOWNSHIP,Governor,,SCOTT R WAGNER,REP,299,291.0,8.0
Clinton,0026 WAYNE TOWNSHIP,Governor,,PAUL GLOVER,GRN,4,4.0,0.0
Clinton,0026 WAYNE TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,4,4.0,0.0
Clinton,0026 WAYNE TOWNSHIP,Governor,,WRITE-INS,,0,0.0,0.0
Clinton,0026 WAYNE TOWNSHIP,U.S. House,12.0,MARC FRIEDENBERG,DEM,196,191.0,5.0
Clinton,0026 WAYNE TOWNSHIP,U.S. House,12.0,TOM MARINO,REP,354,345.0,9.0
Clinton,0026 WAYNE TOWNSHIP,U.S. House,12.0,WRITE-INS,,0,0.0,0.0
Clinton,0026 WAYNE TOWNSHIP,State House,76.0,MIKE HANNA,DEM,253,248.0,5.0
Clinton,0026 WAYNE TOWNSHIP,State House,76.0,STEPHANIE BOROWICZ,REP,297,288.0,9.0
Clinton,0026 WAYNE TOWNSHIP,State House,76.0,WRITE-INS,,2,2.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,Registered Voters,,,,21,,
Clinton,0016 WEST KEATING TOWNSHIP,Ballots Cast,,,,11,11.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,STRAIGHT PARTY,,DEMOCRATIC,DEM,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,STRAIGHT PARTY,,REPUBLICAN,REP,8,8.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,STRAIGHT PARTY,,GREEN PARTY,GRN,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,1,1.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,10,10.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,U.S. Senate,,WRITE-INS,,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,Governor,,TOM WOLF,DEM,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,Governor,,SCOTT R WAGNER,REP,11,11.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,Governor,,PAUL GLOVER,GRN,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,Governor,,WRITE-INS,,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,U.S. House,12.0,MARC FRIEDENBERG,DEM,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,U.S. House,12.0,TOM MARINO,REP,10,10.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,U.S. House,12.0,WRITE-INS,,0,0.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,State House,76.0,MIKE HANNA,DEM,1,1.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,State House,76.0,STEPHANIE BOROWICZ,REP,10,10.0,0.0
Clinton,0016 WEST KEATING TOWNSHIP,State House,76.0,WRITE-INS,,0,0.0,0.0
Clinton,0027 WOODWARD TOWNSHIP,Registered Voters,,,,1517,,
Clinton,0027 WOODWARD TOWNSHIP,Ballots Cast,,,,1051,1006.0,45.0
Clinton,0027 WOODWARD TOWNSHIP,STRAIGHT PARTY,,DEMOCRATIC,DEM,201,186.0,15.0
Clinton,0027 WOODWARD TOWNSHIP,STRAIGHT PARTY,,REPUBLICAN,REP,284,272.0,12.0
Clinton,0027 WOODWARD TOWNSHIP,STRAIGHT PARTY,,GREEN PARTY,GRN,1,1.0,0.0
Clinton,0027 WOODWARD TOWNSHIP,STRAIGHT PARTY,,LIBERTARIAN,LIB,1,1.0,0.0
Clinton,0027 WOODWARD TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,488,464.0,24.0
Clinton,0027 WOODWARD TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,529,508.0,21.0
Clinton,0027 WOODWARD TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,7,7.0,0.0
Clinton,0027 WOODWARD TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,14,14.0,0.0
Clinton,0027 WOODWARD TOWNSHIP,U.S. Senate,,WRITE-INS,,0,0.0,0.0
Clinton,0027 WOODWARD TOWNSHIP,Governor,,TOM WOLF,DEM,505,482.0,23.0
Clinton,0027 WOODWARD TOWNSHIP,Governor,,SCOTT R WAGNER,REP,514,493.0,21.0
Clinton,0027 WOODWARD TOWNSHIP,Governor,,PAUL GLOVER,GRN,8,8.0,0.0
Clinton,0027 WOODWARD TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,15,14.0,1.0
Clinton,0027 WOODWARD TOWNSHIP,Governor,,WRITE-INS,,2,2.0,0.0
Clinton,0027 WOODWARD TOWNSHIP,U.S. House,12.0,MARC FRIEDENBERG,DEM,412,392.0,20.0
Clinton,0027 WOODWARD TOWNSHIP,U.S. House,12.0,TOM MARINO,REP,618,594.0,24.0
Clinton,0027 WOODWARD TOWNSHIP,U.S. House,12.0,WRITE-INS,,1,0.0,1.0
Clinton,0027 WOODWARD TOWNSHIP,State House,76.0,MIKE HANNA,DEM,539,515.0,24.0
Clinton,0027 WOODWARD TOWNSHIP,State House,76.0,STEPHANIE BOROWICZ,REP,500,479.0,21.0
Clinton,0027 WOODWARD TOWNSHIP,State House,76.0,WRITE-INS,,2,2.0,0.0
